time,"Calculated boost (bar)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 1 (%)",
15:33:07.838,-0.81325,20,,,
15:33:08.074,,,,0,
15:33:08.311,,,0,,
15:33:08.533,-0.67325,34,,,
15:33:08.749,,,,2.34375,
15:33:08.978,,,-3.125,,
15:33:09.197,-0.53325,48,,,
15:33:09.434,,,,2.34375,
15:33:09.687,,,-2.34375,,
15:33:09.905,-0.76325,25,,,
15:33:10.171,,,,0,
15:33:10.407,,,0,,
15:33:10.644,-0.71325,30,,,
15:33:10.875,,,,0,
15:33:11.107,,,99.21875,,
15:33:11.335,-0.82325,19,,,
15:33:11.569,,,,0,
15:33:11.826,,,99.21875,,
15:33:12.068,-0.82325,19,,,
15:33:12.305,,,,0,
15:33:12.534,,,1.5625,,
15:33:12.757,-0.80325,21,,,
15:33:12.989,,,,0,
15:33:13.201,,,99.21875,,
15:33:13.442,-0.75325,26,,,
15:33:13.662,,,,0,
15:33:13.883,,,0,,
15:33:14.161,-0.79325,22,,,
15:33:14.384,,,,0,
15:33:14.601,,,0,,
15:33:14.828,-0.71325,30,,,
15:33:15.040,,,,1.5625,
15:33:15.255,,,0,,
15:33:15.498,-0.69325,32,,,
15:33:15.717,,,,3.90625,
15:33:16.259,,,0,,
15:33:16.501,-0.63325,38,,,
15:33:16.730,,,,0.78125,
15:33:16.941,,,-2.34375,,
15:33:17.169,-0.63325,38,,,
15:33:17.398,,,,0.78125,
15:33:17.627,,,-2.34375,,
15:33:17.842,-0.65325,36,,,
15:33:18.074,,,,5.46875,
15:33:18.302,,,-2.34375,,
15:33:18.529,-0.64325,37,,,
15:33:18.758,,,,5.46875,
15:33:18.992,,,-3.125,,
15:33:19.209,-0.52325,49,,,
15:33:19.437,,,,6.25,
15:33:19.649,,,-3.125,,
15:33:19.871,-0.59325,42,,,
15:33:20.109,,,,-2.34375,
15:33:20.351,,,0,,
15:33:20.570,-0.73325,28,,,
15:33:20.808,,,,6.25,
15:33:21.037,,,3.90625,,
15:33:21.273,-0.79325,22,,,
15:33:21.518,,,,0,
15:33:21.735,,,2.34375,,
15:33:21.957,-0.78325,23,,,
15:33:22.182,,,,0,
15:33:22.391,,,2.34375,,
15:33:22.629,-0.74325,27,,,
15:33:22.860,,,,-2.34375,
15:33:23.078,,,0,,
15:33:23.310,-0.65325,36,,,
15:33:23.545,,,,7.8125,
15:33:23.763,,,-2.34375,,
15:33:23.999,-0.64325,37,,,
15:33:24.214,,,,3.90625,
15:33:24.433,,,-3.90625,,
15:33:24.668,-0.47325,54,,,
15:33:24.885,,,,4.6875,
15:33:25.118,,,-3.90625,,
15:33:25.344,-0.46325,55,,,
15:33:25.578,,,,4.6875,
15:33:25.813,,,-3.90625,,
15:33:26.044,-0.44325,57,,,
15:33:26.260,,,,0.78125,
15:33:26.485,,,-3.90625,,
15:33:26.717,-0.50325,51,,,
15:33:26.938,,,,0,
15:33:27.171,,,-3.125,,
15:33:27.413,-0.51325,50,,,
15:33:27.634,,,,0,
15:33:27.871,,,-3.125,,
15:33:28.110,-0.56325,45,,,
15:33:28.344,,,,-2.34375,
15:33:28.569,,,-2.34375,,
15:33:28.790,-0.58325,43,,,
15:33:29.009,,,,2.34375,
15:33:29.240,,,-3.90625,,
15:33:29.477,-0.51325,50,,,
15:33:29.716,,,,1.5625,
15:33:29.942,,,-3.125,,
15:33:30.169,-0.52325,49,,,
15:33:30.415,,,,2.34375,
15:33:30.634,,,-2.34375,,
15:33:30.878,-0.62325,39,,,
15:33:31.110,,,,-2.34375,
15:33:31.336,,,0,,
15:33:31.571,-0.67325,34,,,
15:33:31.813,,,,0,
15:33:32.051,,,0,,
15:33:32.292,-0.66325,35,,,
15:33:32.534,,,,0.78125,
15:33:32.769,,,-3.90625,,
15:33:33.019,-0.45325,56,,,
15:33:33.263,,,,-2.34375,
15:33:33.480,,,-3.125,,
15:33:33.723,-0.66325,35,,,
15:33:33.961,,,,0,
15:33:34.193,,,2.34375,,
15:33:34.424,-0.77325,24,,,
15:33:34.669,,,,-5.46875,
15:33:34.900,,,1.5625,,
15:33:35.114,-0.76325,25,,,
15:33:35.363,,,,-6.25,
15:33:35.580,,,1.5625,,
15:33:35.829,-0.76325,25,,,
15:33:36.050,,,,-6.25,
15:33:36.274,,,0,,
15:33:36.510,-0.63325,38,,,
15:33:36.726,,,,0.78125,
15:33:36.958,,,-2.34375,,
15:33:37.174,-0.61325,40,,,
15:33:37.395,,,,0,
15:33:37.622,,,-2.34375,,
15:33:37.839,-0.62325,39,,,
15:33:38.051,,,,-3.125,
15:33:38.284,,,-3.125,,
15:33:38.521,-0.56325,45,,,
15:33:38.758,,,,0.78125,
15:33:38.997,,,-3.125,,
15:33:39.235,-0.60325,41,,,
15:33:39.485,,,,0.78125,
15:33:39.705,,,0,,
15:33:39.921,-0.79325,22,,,
15:33:40.185,,,,0.78125,
15:33:40.419,,,3.90625,,
15:33:40.642,-0.67325,34,,,
15:33:40.857,,,,0,
15:33:41.079,,,0,,
15:33:41.296,-0.66325,35,,,
15:33:41.568,,,,0.78125,
15:33:41.804,,,0,,
15:33:42.033,-0.67325,34,,,
15:33:42.266,,,,1.5625,
15:33:42.485,,,0,,
15:33:42.743,-0.67325,34,,,
15:33:42.978,,,,1.5625,
15:33:43.198,,,0,,
15:33:43.431,-0.68325,33,,,
15:33:43.647,,,,6.25,
15:33:43.870,,,0,,
15:33:44.107,-0.70325,31,,,
15:33:44.345,,,,3.90625,
15:33:44.588,,,0,,
15:33:44.817,-0.79325,22,,,
15:33:45.035,,,,-2.34375,
15:33:45.294,,,99.21875,,
15:33:45.531,-0.80325,21,,,
15:33:45.741,,,,1.5625,
15:33:45.968,,,0,,
15:33:46.194,-0.75325,26,,,
15:33:46.421,,,,0,
15:33:46.651,,,0,,
15:33:46.872,-0.74325,27,,,
15:33:47.098,,,,0,
15:33:47.336,,,0.78125,,
15:33:47.575,-0.74325,27,,,
15:33:47.791,,,,6.25,
15:33:48.031,,,0.78125,,
15:33:48.273,-0.75325,26,,,
15:33:48.512,,,,2.34375,
15:33:48.749,,,0.78125,,
15:33:48.962,-0.75325,26,,,
15:33:49.190,,,,0.78125,
15:33:49.409,,,0.78125,,
15:33:49.645,-0.75325,26,,,
15:33:49.861,,,,5.46875,
15:33:50.089,,,1.5625,,
15:33:50.300,-0.78325,23,,,
15:33:50.515,,,,-3.90625,
15:33:50.743,,,99.21875,,
15:33:50.977,-0.82325,19,,,
15:33:51.250,,,,0,
15:33:51.487,,,99.21875,,
15:33:51.724,-0.82325,19,,,
15:33:51.943,,,,0,
15:33:52.189,,,99.21875,,
15:33:52.416,-0.82325,19,,,
15:33:52.650,,,,0,
15:33:52.906,,,99.21875,,
15:33:53.134,-0.83325,18,,,
15:33:53.350,,,,0,
15:33:53.569,,,99.21875,,
15:33:53.788,-0.82325,19,,,
15:33:54.030,,,,0,
15:33:54.262,,,1.5625,,
15:33:54.499,-0.77325,24,,,
15:33:54.720,,,,1.5625,
15:33:54.989,,,0,,
15:33:55.238,-0.73325,28,,,
15:33:55.456,,,,0,
15:33:55.693,,,0,,
15:33:55.921,-0.73325,28,,,
15:33:56.141,,,,0,
15:33:56.360,,,0.78125,,
15:33:56.619,-0.75325,26,,,
15:33:56.848,,,,1.5625,
15:33:57.081,,,3.90625,,
15:33:57.315,-0.79325,22,,,
15:33:57.586,,,,0,
15:33:57.813,,,3.90625,,
15:33:58.048,-0.82325,19,,,
15:33:58.280,,,,0,
15:33:58.530,,,0,,
15:33:58.761,-0.62325,39,,,
15:33:58.995,,,,1.5625,
15:33:59.239,,,4.6875,,
15:33:59.468,-0.81325,20,,,
15:33:59.682,,,,0,
15:33:59.918,,,3.90625,,
15:34:00.143,-0.82325,19,,,
15:34:00.358,,,,0,
15:34:00.583,,,-3.125,,
15:34:00.807,-0.58325,43,,,
15:34:01.029,,,,0,
15:34:01.275,,,0,,
15:34:01.508,-0.78325,23,,,
15:34:01.731,,,,0,
15:34:01.973,,,3.90625,,
15:34:02.218,-0.79325,22,,,
15:34:02.442,,,,0,
15:34:02.673,,,4.6875,,
15:34:02.914,-0.82325,19,,,
15:34:03.160,,,,0,
15:34:03.398,,,99.21875,,
15:34:03.629,-0.82325,19,,,
15:34:03.912,,,,0,
15:34:04.151,,,99.21875,,
15:34:04.372,-0.81325,20,,,
15:34:04.611,,,,0,
15:34:04.828,,,1.5625,,
15:34:05.050,-0.81325,20,,,
15:34:05.281,,,,0,
15:34:05.497,,,99.21875,,
15:34:05.746,-0.80325,21,,,
15:34:05.969,,,,0,
15:34:06.198,,,99.21875,,
15:34:06.436,-0.81325,20,,,
15:34:06.671,,,,0,
15:34:06.908,,,99.21875,,
15:34:07.139,-0.81325,20,,,
15:34:07.363,,,,0,
15:34:07.627,,,99.21875,,
15:34:07.867,-0.80325,21,,,
15:34:08.107,,,,0,
15:34:08.339,,,99.21875,,
15:34:08.554,-0.76325,25,,,
15:34:08.777,,,,0.78125,
15:34:09.011,,,0,,
15:34:09.243,-0.63325,38,,,
15:34:09.460,,,,0,
15:34:09.692,,,-2.34375,,
15:34:09.929,-0.60325,41,,,
15:34:10.143,,,,0,
15:34:10.392,,,-2.34375,,
15:34:10.630,-0.61325,40,,,
15:34:10.846,,,,0,
15:34:11.065,,,2.34375,,
15:34:11.287,-0.79325,22,,,
15:34:11.525,,,,0,
15:34:11.744,,,99.21875,,
15:34:11.980,-0.81325,20,,,
15:34:12.209,,,,0,
15:34:12.432,,,99.21875,,
15:34:12.658,-0.80325,21,,,
15:34:12.877,,,,0,
15:34:13.097,,,99.21875,,
15:34:13.326,-0.81325,20,,,
15:34:13.554,,,,0,
15:34:13.788,,,99.21875,,
15:34:14.010,-0.81325,20,,,
15:34:14.272,,,,0,
15:34:14.499,,,99.21875,,
15:34:14.750,-0.81325,20,,,
15:34:14.981,,,,0,
15:34:15.193,,,99.21875,,
15:34:15.431,-0.84325,17,,,
15:34:15.652,,,,0,
15:34:15.871,,,99.21875,,
15:34:16.090,-0.81325,20,,,
15:34:16.330,,,,0,
15:34:16.544,,,99.21875,,
15:34:16.779,-0.80325,21,,,
15:34:17.003,,,,0,
15:34:17.217,,,99.21875,,
15:34:17.441,-0.78325,23,,,
15:34:17.660,,,,0,
15:34:17.885,,,0,,
15:34:18.129,-0.73325,28,,,
15:34:18.363,,,,0,
15:34:18.580,,,-2.34375,,
15:34:18.813,-0.66325,35,,,
15:34:19.048,,,,0,
15:34:19.295,,,-2.34375,,
15:34:19.522,-0.64325,37,,,
15:34:19.737,,,,0.78125,
15:34:19.982,,,-2.34375,,
15:34:20.200,-0.64325,37,,,
15:34:20.433,,,,2.34375,
15:34:20.671,,,-2.34375,,
15:34:20.897,-0.65325,36,,,
15:34:21.145,,,,4.6875,
15:34:21.371,,,-2.34375,,
15:34:21.589,-0.64325,37,,,
15:34:21.807,,,,6.25,
15:34:22.045,,,-2.34375,,
15:34:22.299,-0.62325,39,,,
15:34:22.522,,,,9.375,
15:34:22.764,,,-2.34375,,
15:34:22.989,-0.61325,40,,,
15:34:23.211,,,,7.8125,
15:34:23.449,,,-3.90625,,
15:34:23.707,-0.44325,57,,,
15:34:23.944,,,,1.5625,
15:34:24.181,,,0,,
15:34:24.418,-0.64325,37,,,
15:34:24.664,,,,0.78125,
15:34:24.895,,,-2.34375,,
15:34:25.112,-0.32325,69,,,
15:34:25.349,,,,4.6875,
15:34:25.577,,,-3.90625,,
15:34:25.800,-0.41325,60,,,
15:34:26.032,,,,4.6875,
15:34:26.294,,,-2.34375,,
15:34:26.524,-0.36325,65,,,
15:34:26.747,,,,0.78125,
15:34:26.988,,,-2.34375,,
15:34:27.205,-0.29325,72,,,
15:34:27.419,,,,0.78125,
15:34:27.640,,,-2.34375,,
15:34:27.873,-0.39325,62,,,
15:34:28.095,,,,0,
15:34:28.320,,,-2.34375,,
15:34:28.559,-0.48325,53,,,
15:34:28.786,,,,6.25,
15:34:29.027,,,0,,
15:34:29.262,-0.62325,39,,,
15:34:29.511,,,,-3.90625,
15:34:29.732,,,0,,
15:34:29.967,-0.63325,38,,,
15:34:30.196,,,,0,
15:34:30.450,,,0,,
15:34:30.689,-0.63325,38,,,
15:34:30.928,,,,-3.125,
15:34:31.145,,,-3.125,,
15:34:31.381,-0.44325,57,,,
15:34:31.616,,,,-2.34375,
15:34:31.850,,,-3.90625,,
15:34:32.070,-0.45325,56,,,
15:34:32.296,,,,3.90625,
15:34:32.539,,,-3.90625,,
15:34:32.756,-0.51325,50,,,
15:34:32.981,,,,3.90625,
15:34:33.218,,,-3.125,,
15:34:33.446,-0.47325,54,,,
15:34:33.660,,,,0,
15:34:33.877,,,99.21875,,
15:34:34.097,-0.79325,22,,,
15:34:34.325,,,,0,
15:34:34.563,,,-5.46875,,
15:34:34.778,-0.27325,74,,,
15:34:35.011,,,,0,
15:34:35.241,,,-5.46875,,
15:34:35.468,-0.19325,82,,,
15:34:35.708,,,,0,
15:34:35.952,,,-3.90625,,
15:34:36.169,-0.66325,35,,,
15:34:36.385,,,,0,
15:34:36.618,,,0,,
15:34:36.837,-0.64325,37,,,
15:34:37.066,,,,1.5625,
15:34:37.289,,,-3.90625,,
15:34:37.507,-0.31325,70,,,
15:34:37.734,,,,0,
15:34:37.954,,,-3.90625,,
15:34:38.212,-0.14325,87,,,
15:34:38.427,,,,0,
15:34:38.666,,,-3.125,,
15:34:38.909,-0.05325,96,,,
15:34:39.149,,,,2.34375,
15:34:39.385,,,-3.125,,
15:34:39.629,-0.04325,97,,,
15:34:39.844,,,,-3.90625,
15:34:40.059,,,-3.125,,
15:34:40.295,-0.04325,97,,,
15:34:40.539,,,,2.34375,
15:34:40.773,,,-3.125,,
15:34:41.008,-0.04325,97,,,
15:34:41.262,,,,-3.125,
15:34:41.481,,,-3.125,,
15:34:41.716,-0.04325,97,,,
15:34:41.956,,,,0.78125,
15:34:42.171,,,-3.125,,
15:34:42.389,-0.43325,58,,,
15:34:42.613,,,,-5.46875,
15:34:42.845,,,0,,
15:34:43.075,-0.74325,27,,,
15:34:43.295,,,,0,
15:34:43.529,,,0.78125,,
15:34:43.770,-0.77325,24,,,
15:34:44.002,,,,0,
15:34:44.236,,,0.78125,,
15:34:44.462,-0.75325,26,,,
15:34:44.707,,,,0,
15:34:44.924,,,0,,
15:34:45.163,-0.69325,32,,,
15:34:45.394,,,,0,
15:34:45.620,,,-2.34375,,
15:34:45.846,-0.64325,37,,,
15:34:46.088,,,,0,
15:34:46.304,,,-2.34375,,
15:34:46.517,-0.62325,39,,,
15:34:46.746,,,,0,
15:34:46.985,,,-2.34375,,
15:34:47.207,-0.61325,40,,,
15:34:47.436,,,,0.78125,
15:34:47.701,,,-2.34375,,
15:34:47.920,-0.44325,57,,,
15:34:48.134,,,,4.6875,
15:34:48.368,,,-3.125,,
15:34:48.596,-0.39325,62,,,
15:34:48.847,,,,0,
15:34:49.091,,,-2.34375,,
15:34:49.349,-0.43325,58,,,
15:34:49.590,,,,-2.34375,
15:34:49.823,,,-2.34375,,
15:34:50.059,-0.43325,58,,,
15:34:50.290,,,,3.90625,
15:34:50.511,,,-2.34375,,
15:34:50.741,-0.45325,56,,,
15:34:51.002,,,,0,
15:34:51.237,,,-3.90625,,
15:34:51.465,-0.45325,56,,,
15:34:51.705,,,,0,
15:34:51.932,,,-3.125,,
15:34:52.157,-0.60325,41,,,
15:34:52.380,,,,-3.90625,
15:34:52.604,,,1.5625,,
15:34:52.846,-0.75325,26,,,
15:34:53.069,,,,-3.90625,
15:34:53.297,,,1.5625,,
15:34:53.522,-0.74325,27,,,
15:34:53.757,,,,-10.15625,
15:34:53.978,,,0.78125,,
15:34:54.214,-0.70325,31,,,
15:34:54.449,,,,-5.46875,
15:34:54.710,,,-3.125,,
15:34:54.943,-0.56325,45,,,
15:34:55.183,,,,3.90625,
15:34:55.418,,,-2.34375,,
15:34:55.655,-0.64325,37,,,
15:34:55.874,,,,4.6875,
15:34:56.105,,,0,,
15:34:56.323,-0.66325,35,,,
15:34:56.543,,,,3.90625,
15:34:56.765,,,0,,
15:34:57.011,-0.66325,35,,,
15:34:57.246,,,,0,
15:34:57.491,,,0,,
15:34:57.717,-0.71325,30,,,
15:34:57.957,,,,2.34375,
15:34:58.188,,,0,,
15:34:58.426,-0.75325,26,,,
15:34:58.654,,,,2.34375,
15:34:58.887,,,2.34375,,
15:34:59.118,-0.82325,19,,,
15:34:59.362,,,,0,
15:34:59.586,,,99.21875,,
15:34:59.861,-0.81325,20,,,
15:35:00.082,,,,0,
15:35:00.312,,,99.21875,,
15:35:00.545,-0.81325,20,,,
15:35:00.793,,,,0,
15:35:01.052,,,99.21875,,
15:35:01.301,-0.81325,20,,,
15:35:01.525,,,,0,
15:35:01.742,,,99.21875,,
15:35:01.971,-0.80325,21,,,
15:35:02.205,,,,0,
15:35:02.445,,,99.21875,,
15:35:02.670,-0.77325,24,,,
15:35:02.919,,,,0,
15:35:03.156,,,0,,
15:35:03.389,-0.69325,32,,,
15:35:03.624,,,,0,
15:35:03.885,,,-3.90625,,
15:35:04.101,-0.45325,56,,,
15:35:04.323,,,,0,
15:35:04.558,,,99.21875,,
15:35:04.795,-0.75325,26,,,
15:35:05.016,,,,0,
15:35:05.260,,,0,,
15:35:05.498,-0.68325,33,,,
15:35:05.731,,,,0.78125,
15:35:05.962,,,-2.34375,,
15:35:06.181,-0.63325,38,,,
15:35:06.400,,,,0,
15:35:06.631,,,-3.125,,
15:35:06.846,-0.43325,58,,,
15:35:07.075,,,,4.6875,
15:35:07.301,,,-3.125,,
15:35:07.525,-0.41325,60,,,
15:35:07.749,,,,3.90625,
15:35:07.994,,,-3.125,,
15:35:08.250,-0.44325,57,,,
15:35:08.500,,,,6.25,
15:35:08.730,,,-3.90625,,
15:35:08.951,-0.40325,61,,,
15:35:09.171,,,,-2.34375,
15:35:09.388,,,-3.90625,,
15:35:09.627,-0.47325,54,,,
15:35:09.864,,,,0,
15:35:10.095,,,-2.34375,,
15:35:10.342,-0.62325,39,,,
15:35:10.560,,,,-3.125,
15:35:10.817,,,0,,
15:35:11.065,-0.71325,30,,,
15:35:11.286,,,,0.78125,
15:35:11.514,,,1.5625,,
15:35:11.758,-0.82325,19,,,
15:35:11.973,,,,0,
15:35:12.200,,,99.21875,,
15:35:12.424,-0.74325,27,,,
15:35:12.648,,,,1.5625,
15:35:12.877,,,-3.90625,,
15:35:13.097,-0.28325,73,,,
15:35:13.327,,,,0,
15:35:13.554,,,-5.46875,,
15:35:13.783,-0.37325,64,,,
15:35:14.010,,,,0,
15:35:14.249,,,-3.90625,,
15:35:14.458,-0.40325,61,,,
15:35:14.698,,,,2.34375,
15:35:14.925,,,-3.90625,,
15:35:15.158,-0.45325,56,,,
15:35:15.393,,,,1.5625,
15:35:15.652,,,-2.34375,,
15:35:15.891,-0.71325,30,,,
15:35:16.113,,,,0,
15:35:16.346,,,3.90625,,
15:35:16.595,-0.82325,19,,,
15:35:16.830,,,,0,
15:35:17.047,,,3.90625,,
15:35:17.274,-0.81325,20,,,
15:35:17.512,,,,0,
15:35:17.738,,,2.34375,,
15:35:18.007,-0.75325,26,,,
15:35:18.247,,,,-5.46875,
15:35:18.461,,,0,,
15:35:18.676,-0.65325,36,,,
15:35:18.923,,,,2.34375,
15:35:19.147,,,-3.125,,
15:35:19.372,-0.19325,82,,,
15:35:19.600,,,,0.78125,
15:35:19.812,,,-7.03125,,
15:35:20.043,-0.05325,96,,,
15:35:20.271,,,,2.34375,
15:35:20.515,,,-7.03125,,
15:35:20.728,-0.08325,93,,,
15:35:20.958,,,,5.46875,
15:35:21.180,,,-7.03125,,
15:35:21.420,-0.57325,44,,,
15:35:21.646,,,,8.59375,
15:35:21.878,,,3.90625,,
15:35:22.126,-0.78325,23,,,
15:35:22.350,,,,0,
15:35:22.583,,,0,,
15:35:22.818,-0.66325,35,,,
15:35:23.062,,,,0,
15:35:23.285,,,2.34375,,
15:35:23.511,-0.81325,20,,,
15:35:23.774,,,,0,
15:35:24.005,,,3.90625,,
15:35:24.257,-0.81325,20,,,
15:35:24.494,,,,0,
15:35:24.731,,,4.6875,,
15:35:24.956,-0.82325,19,,,
15:35:25.178,,,,0,
15:35:25.402,,,3.90625,,
15:35:25.648,-0.81325,20,,,
15:35:25.862,,,,0,
15:35:26.093,,,2.34375,,
15:35:26.311,-0.74325,27,,,
15:35:26.533,,,,-6.25,
15:35:26.754,,,1.5625,,
15:35:26.985,-0.73325,28,,,
15:35:27.223,,,,0,
15:35:27.457,,,1.5625,,
15:35:27.668,-0.73325,28,,,
15:35:27.935,,,,-2.34375,
15:35:28.149,,,0,,
15:35:28.379,-0.61325,40,,,
15:35:28.620,,,,1.5625,
15:35:28.847,,,-3.125,,
15:35:29.067,-0.56325,45,,,
15:35:29.294,,,,2.34375,
15:35:29.532,,,-2.34375,,
15:35:29.771,-0.42325,59,,,
15:35:30.013,,,,0,
15:35:30.260,,,-6.25,,
15:35:30.498,-0.05325,96,,,
15:35:30.740,,,,4.6875,
15:35:30.958,,,-7.03125,,
15:35:31.176,-0.07325,94,,,
15:35:31.402,,,,3.90625,
15:35:31.662,,,-3.125,,
15:35:31.883,-0.58325,43,,,
15:35:32.115,,,,0,
15:35:32.367,,,-3.125,,
15:35:32.585,-0.71325,30,,,
15:35:32.827,,,,-2.34375,
15:35:33.091,,,99.21875,,
15:35:33.309,-0.81325,20,,,
15:35:33.541,,,,0,
15:35:33.781,,,99.21875,,
15:35:34.000,-0.71325,30,,,
15:35:34.225,,,,0.78125,
15:35:34.460,,,-3.125,,
15:35:34.682,-0.56325,45,,,
15:35:34.897,,,,0,
15:35:35.123,,,-3.90625,,
15:35:35.391,-0.53325,48,,,
15:35:35.607,,,,0,
15:35:35.844,,,-7.03125,,
15:35:36.085,-0.10325,91,,,
15:35:36.314,,,,5.46875,
15:35:36.532,,,-7.03125,,
15:35:36.758,-0.12325,89,,,
15:35:36.988,,,,12.5,
15:35:37.219,,,-6.25,,
15:35:37.433,-0.49325,52,,,
15:35:37.670,,,,0.78125,
15:35:37.913,,,0,,
15:35:38.153,-0.79325,22,,,
15:35:38.391,,,,0,
15:35:38.617,,,99.21875,,
15:35:38.839,-0.80325,21,,,
15:35:39.055,,,,0,
15:35:39.267,,,99.21875,,
15:35:39.502,-0.81325,20,,,
15:35:39.731,,,,0,
15:35:39.950,,,99.21875,,
15:35:40.180,-0.81325,20,,,
15:35:40.418,,,,0,
15:35:40.634,,,99.21875,,
15:35:40.872,-0.81325,20,,,
15:35:41.113,,,,0,
15:35:41.357,,,99.21875,,
15:35:41.596,-0.81325,20,,,
15:35:41.826,,,,0,
15:35:42.038,,,99.21875,,
15:35:42.273,-0.81325,20,,,
15:35:42.517,,,,0,
15:35:42.734,,,99.21875,,
15:35:42.968,-0.83325,18,,,
15:35:43.213,,,,0,
15:35:43.446,,,99.21875,,
15:35:43.683,-0.81325,20,,,
15:35:43.905,,,,0,
15:35:44.126,,,99.21875,,
15:35:44.343,-0.82325,19,,,
15:35:44.569,,,,0,
15:35:44.809,,,99.21875,,
15:35:45.035,-0.81325,20,,,
15:35:45.264,,,,0,
15:35:45.482,,,99.21875,,
15:35:45.707,-0.82325,19,,,
15:35:45.927,,,,0,
15:35:46.160,,,99.21875,,
15:35:46.399,-0.82325,19,,,
15:35:46.626,,,,0,
15:35:46.843,,,0,,
15:35:47.079,-0.65325,36,,,
15:35:47.310,,,,0,
15:35:47.527,,,-3.125,,
15:35:47.753,-0.47325,54,,,
15:35:47.973,,,,0,
15:35:48.232,,,-3.90625,,
15:35:48.457,-0.44325,57,,,
15:35:48.693,,,,0,
15:35:48.919,,,-3.90625,,
15:35:49.163,-0.43325,58,,,
15:35:49.402,,,,-2.34375,
15:35:49.633,,,-3.90625,,
15:35:49.857,-0.45325,56,,,
15:35:50.082,,,,-3.90625,
15:35:50.306,,,-3.125,,
15:35:50.545,-0.51325,50,,,
15:35:50.763,,,,-2.34375,
15:35:50.981,,,-3.125,,
15:35:51.230,-0.69325,32,,,
15:35:51.466,,,,-3.125,
15:35:51.701,,,99.21875,,
15:35:51.926,-0.81325,20,,,
15:35:52.146,,,,0,
15:35:52.384,,,99.21875,,
15:35:52.661,-0.81325,20,,,
15:35:52.874,,,,0,
15:35:53.111,,,99.21875,,
15:35:53.347,-0.82325,19,,,
15:35:53.569,,,,0,
15:35:53.790,,,99.21875,,
15:35:54.054,-0.82325,19,,,
15:35:54.282,,,,0,
15:35:54.515,,,99.21875,,
15:35:54.750,-0.82325,19,,,
15:35:54.966,,,,0,
15:35:55.207,,,99.21875,,
15:35:55.445,-0.82325,19,,,
15:35:55.667,,,,0,
15:35:55.891,,,99.21875,,
15:35:56.115,-0.82325,19,,,
15:35:56.330,,,,0,
15:35:56.549,,,1.5625,,
15:35:56.768,-0.74325,27,,,
15:35:57.004,,,,0,
15:35:57.235,,,-3.125,,
15:35:57.448,-0.53325,48,,,
15:35:57.701,,,,0,
15:35:57.939,,,-3.125,,
15:35:58.185,-0.62325,39,,,
15:35:58.445,,,,0,
15:35:58.666,,,4.6875,,
15:35:58.917,-0.80325,21,,,
15:35:59.158,,,,0,
15:35:59.395,,,4.6875,,
15:35:59.628,-0.77325,24,,,
15:35:59.848,,,,0,
15:36:00.075,,,3.90625,,
15:36:00.309,-0.67325,34,,,
15:36:00.525,,,,0,
15:36:00.760,,,-2.34375,,
15:36:00.981,-0.65325,36,,,
15:36:01.219,,,,3.90625,
15:36:01.439,,,0,,
15:36:01.669,-0.76325,25,,,
15:36:01.897,,,,6.25,
15:36:02.133,,,2.34375,,
15:36:02.370,-0.77325,24,,,
15:36:02.608,,,,0,
15:36:02.845,,,-2.34375,,
15:36:03.082,-0.55325,46,,,
15:36:03.324,,,,6.25,
15:36:03.541,,,-3.125,,
15:36:03.775,-0.54325,47,,,
15:36:04.003,,,,3.90625,
15:36:04.241,,,-2.34375,,
15:36:04.453,-0.71325,30,,,
15:36:04.677,,,,0.78125,
15:36:04.902,,,2.34375,,
15:36:05.154,-0.73325,28,,,
15:36:05.390,,,,-3.90625,
15:36:05.630,,,0.78125,,
15:36:05.842,-0.72325,29,,,
15:36:06.102,,,,5.46875,
15:36:06.328,,,0.78125,,
15:36:06.558,-0.72325,29,,,
15:36:06.785,,,,4.6875,
15:36:07.023,,,1.5625,,
15:36:07.259,-0.73325,28,,,
15:36:07.536,,,,0,
15:36:07.777,,,1.5625,,
15:36:08.000,-0.75325,26,,,
15:36:08.239,,,,-9.375,
15:36:08.471,,,1.5625,,
15:36:08.688,-0.75325,26,,,
15:36:08.927,,,,-7.03125,
15:36:09.166,,,4.6875,,
15:36:09.374,-0.79325,22,,,
15:36:09.619,,,,0,
15:36:09.857,,,4.6875,,
15:36:10.093,-0.79325,22,,,
15:36:10.314,,,,0,
15:36:10.534,,,3.90625,,
15:36:10.764,-0.79325,22,,,
15:36:11.009,,,,0,
15:36:11.241,,,3.90625,,
15:36:11.459,-0.79325,22,,,
15:36:11.716,,,,0,
15:36:11.952,,,4.6875,,
15:36:12.166,-0.79325,22,,,
15:36:12.387,,,,0,
15:36:12.627,,,4.6875,,
15:36:12.851,-0.81325,20,,,
15:36:13.069,,,,0,
15:36:13.298,,,3.90625,,
15:36:13.539,-0.82325,19,,,
15:36:13.782,,,,0,
15:36:14.067,,,99.21875,,
15:36:14.314,-0.82325,19,,,
15:36:14.552,,,,0,
15:36:14.790,,,99.21875,,
15:36:15.016,-0.82325,19,,,
15:36:15.250,,,,0,
15:36:15.480,,,99.21875,,
15:36:15.717,-0.82325,19,,,
15:36:15.942,,,,0,
15:36:16.182,,,99.21875,,
15:36:16.409,-0.82325,19,,,
15:36:16.634,,,,0,
