time,"Calculated boost (bar)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 1 (%)",
15:18:05.896,,,,0,
15:18:06.182,,,-3.125,,
15:18:06.401,-0.57325,44,,,
15:18:06.626,,,,0,
15:18:06.848,,,-3.125,,
15:18:07.094,-0.57325,44,,,
15:18:07.338,,,,0,
15:18:07.583,,,-3.125,,
15:18:07.817,-0.55325,46,,,
15:18:08.031,,,,0,
15:18:08.270,,,-3.125,,
15:18:08.496,-0.56325,45,,,
15:18:08.720,,,,0,
15:18:08.941,,,-2.34375,,
15:18:09.171,-0.57325,44,,,
15:18:09.419,,,,0,
15:18:09.643,,,-2.34375,,
15:18:09.873,-0.57325,44,,,
15:18:10.105,,,,0,
15:18:10.344,,,-2.34375,,
15:18:10.568,-0.58325,43,,,
15:18:10.829,,,,0,
15:18:11.057,,,-2.34375,,
15:18:11.275,-0.58325,43,,,
15:18:11.518,,,,0,
15:18:11.747,,,-2.34375,,
15:18:11.971,-0.57325,44,,,
15:18:12.217,,,,0,
15:18:12.472,,,-2.34375,,
15:18:12.717,-0.57325,44,,,
15:18:12.942,,,,0,
15:18:13.166,,,-2.34375,,
15:18:13.409,-0.56325,45,,,
15:18:13.667,,,,0,
15:18:13.917,,,-2.34375,,
15:18:14.144,-0.57325,44,,,
15:18:14.382,,,,0,
15:18:14.600,,,-2.34375,,
15:18:14.849,-0.56325,45,,,
15:18:15.117,,,,0,
15:18:15.338,,,-2.34375,,
15:18:15.561,-0.56325,45,,,
15:18:15.809,,,,0,
15:18:16.070,,,-2.34375,,
15:18:16.295,-0.55325,46,,,
15:18:16.534,,,,0,
15:18:16.750,,,-2.34375,,
15:18:16.974,-0.54325,47,,,
15:18:17.213,,,,0,
15:18:17.456,,,-2.34375,,
15:18:17.673,-0.54325,47,,,
15:18:17.949,,,,0,
15:18:18.175,,,-2.34375,,
15:18:18.416,-0.54325,47,,,
15:18:18.638,,,,0,
15:18:18.855,,,-2.34375,,
15:18:19.072,-0.56325,45,,,
15:18:19.309,,,,0,
15:18:19.523,,,-2.34375,,
15:18:19.751,-0.56325,45,,,
15:18:19.966,,,,0,
15:18:20.211,,,0,,
15:18:20.445,-0.57325,44,,,
15:18:20.681,,,,0,
15:18:20.949,,,0,,
15:18:21.189,-0.58325,43,,,
15:18:21.422,,,,0,
15:18:21.635,,,0,,
15:18:21.864,-0.58325,43,,,
15:18:22.111,,,,-5.46875,
15:18:22.378,,,0,,
15:18:22.607,-0.58325,43,,,
15:18:22.834,,,,-6.25,
15:18:23.050,,,0,,
15:18:23.290,-0.58325,43,,,
15:18:23.516,,,,-7.03125,
15:18:23.743,,,0,,
15:18:23.969,-0.59325,42,,,
15:18:24.192,,,,-10.15625,
15:18:24.431,,,0,,
15:18:24.709,-0.59325,42,,,
15:18:24.932,,,,-13.28125,
15:18:25.151,,,0,,
15:18:25.377,-0.59325,42,,,
15:18:25.615,,,,-9.375,
15:18:25.829,,,0,,
15:18:26.044,-0.59325,42,,,
15:18:26.268,,,,-10.9375,
15:18:26.517,,,0,,
15:18:26.749,-0.59325,42,,,
15:18:26.971,,,,-14.0625,
15:18:27.195,,,0,,
15:18:27.429,-0.59325,42,,,
15:18:27.716,,,,-10.15625,
15:18:27.957,,,0,,
15:18:28.173,-0.58325,43,,,
15:18:28.406,,,,-7.8125,
15:18:28.680,,,0,,
15:18:28.910,-0.59325,42,,,
15:18:29.136,,,,-7.8125,
15:18:29.373,,,0,,
15:18:29.615,-0.59325,42,,,
15:18:29.855,,,,-10.9375,
15:18:30.116,,,0,,
15:18:30.359,-0.60325,41,,,
15:18:30.595,,,,-14.0625,
15:18:30.820,,,0,,
15:18:31.067,-0.60325,41,,,
15:18:31.290,,,,-17.1875,
15:18:31.544,,,0,,
15:18:31.771,-0.60325,41,,,
15:18:32.010,,,,-13.28125,
15:18:32.233,,,0,,
15:18:32.495,-0.59325,42,,,
15:18:32.739,,,,-13.28125,
15:18:32.965,,,0,,
15:18:33.199,-0.59325,42,,,
15:18:33.431,,,,-14.84375,
15:18:33.673,,,0,,
15:18:33.939,-0.59325,42,,,
15:18:34.181,,,,-17.96875,
15:18:34.407,,,0,,
15:18:34.637,-0.60325,41,,,
15:18:34.889,,,,-16.40625,
15:18:35.111,,,0,,
15:18:35.351,-0.59325,42,,,
15:18:35.606,,,,-16.40625,
15:18:35.862,,,0,,
15:18:36.097,-0.59325,42,,,
15:18:36.339,,,,-18.75,
15:18:36.562,,,0,,
15:18:36.789,-0.59325,42,,,
15:18:37.016,,,,-21.09375,
15:18:37.246,,,0,,
15:18:37.470,-0.59325,42,,,
15:18:37.717,,,,-17.96875,
15:18:37.945,,,0,,
15:18:38.197,-0.59325,42,,,
15:18:38.427,,,,-17.96875,
15:18:38.655,,,0,,
15:18:38.930,-0.59325,42,,,
15:18:39.178,,,,-21.09375,
15:18:39.391,,,0,,
15:18:39.642,-0.59325,42,,,
15:18:39.997,,,,-22.65625,
15:18:40.223,,,0,,
15:18:40.472,-0.59325,42,,,
15:18:40.693,,,,-21.09375,
15:18:40.927,,,0,,
15:18:41.171,-0.59325,42,,,
15:18:41.392,,,,-18.75,
15:18:41.623,,,0,,
15:18:41.855,-0.59325,42,,,
15:18:42.091,,,,-21.875,
15:18:42.318,,,0,,
15:18:42.558,-0.59325,42,,,
15:18:42.796,,,,-24.21875,
15:18:43.064,,,0,,
15:18:43.280,-0.59325,42,,,
15:18:43.506,,,,-24.21875,
15:18:43.727,,,0,,
15:18:43.956,-0.59325,42,,,
15:18:44.178,,,,-21.875,
15:18:44.406,,,0,,
15:18:44.641,-0.59325,42,,,
15:18:44.884,,,,-24.21875,
15:18:45.121,,,0,,
15:18:45.363,-0.59325,42,,,
15:18:45.595,,,,-24.21875,
15:18:45.830,,,0,,
15:18:46.062,-0.59325,42,,,
15:18:46.274,,,,-21.09375,
15:18:46.495,,,0,,
15:18:46.716,-0.58325,43,,,
15:18:46.945,,,,-22.65625,
15:18:47.182,,,0,,
15:18:47.405,-0.59325,42,,,
15:18:47.627,,,,-24.21875,
15:18:47.846,,,0,,
15:18:48.087,-0.59325,42,,,
15:18:48.328,,,,-24.21875,
15:18:48.546,,,0,,
15:18:48.762,-0.59325,42,,,
15:18:48.985,,,,-24.21875,
15:18:49.225,,,0,,
15:18:49.482,-0.59325,42,,,
15:18:49.711,,,,-24.21875,
15:18:49.945,,,0,,
15:18:50.177,-0.59325,42,,,
15:18:50.423,,,,-24.21875,
15:18:50.655,,,0,,
15:18:50.902,-0.60325,41,,,
15:18:51.147,,,,-24.21875,
15:18:51.375,,,0,,
15:18:51.600,-0.60325,41,,,
15:18:51.827,,,,-24.21875,
15:18:52.088,,,0,,
15:18:52.312,-0.60325,41,,,
15:18:52.586,,,,-24.21875,
15:18:52.829,,,0,,
15:18:53.066,-0.60325,41,,,
15:18:53.298,,,,-24.21875,
15:18:53.542,,,0,,
15:18:53.773,-0.59325,42,,,
15:18:53.986,,,,-24.21875,
15:18:54.220,,,0,,
15:18:54.447,-0.60325,41,,,
15:18:54.691,,,,-24.21875,
15:18:54.929,,,0,,
15:18:55.175,-0.60325,41,,,
15:18:55.411,,,,-24.21875,
15:18:55.634,,,0,,
15:18:55.857,-0.60325,41,,,
15:18:56.089,,,,-24.21875,
15:18:56.329,,,0,,
15:18:56.552,-0.60325,41,,,
15:18:56.797,,,,-24.21875,
15:18:57.012,,,0,,
15:18:57.234,-0.60325,41,,,
15:18:57.453,,,,-24.21875,
15:18:57.678,,,0,,
15:18:57.930,-0.58325,43,,,
15:18:58.168,,,,-24.21875,
15:18:58.413,,,0,,
15:18:58.661,-0.57325,44,,,
15:18:58.886,,,,-21.09375,
15:18:59.100,,,0,,
15:18:59.338,-0.57325,44,,,
15:18:59.564,,,,-18.75,
15:18:59.809,,,0,,
15:19:00.042,-0.57325,44,,,
15:19:00.275,,,,-21.09375,
15:19:00.492,,,0,,
15:19:00.719,-0.56325,45,,,
15:19:00.949,,,,-21.09375,
15:19:01.181,,,0,,
15:19:01.410,-0.55325,46,,,
15:19:01.636,,,,-18.75,
15:19:01.895,,,0,,
15:19:02.130,-0.56325,45,,,
15:19:02.358,,,,-21.09375,
15:19:02.581,,,0,,
15:19:02.811,-0.56325,45,,,
15:19:03.027,,,,-22.65625,
15:19:03.243,,,0,,
15:19:03.481,-0.54325,47,,,
15:19:03.718,,,,-24.21875,
15:19:03.945,,,-2.34375,,
15:19:04.183,-0.53325,48,,,
15:19:04.407,,,,-21.09375,
15:19:04.630,,,-2.34375,,
15:19:04.892,-0.52325,49,,,
15:19:05.126,,,,-18.75,
15:19:05.366,,,-2.34375,,
15:19:05.614,-0.52325,49,,,
15:19:05.851,,,,-16.40625,
15:19:06.088,,,-2.34375,,
15:19:06.330,-0.51325,50,,,
15:19:06.555,,,,-18.75,
15:19:06.803,,,-2.34375,,
15:19:07.049,-0.52325,49,,,
15:19:07.283,,,,-21.09375,
15:19:07.541,,,-2.34375,,
15:19:07.754,-0.54325,47,,,
15:19:08.014,,,,-17.96875,
15:19:08.252,,,-2.34375,,
15:19:08.499,-0.55325,46,,,
15:19:08.736,,,,-2.34375,
15:19:08.967,,,-2.34375,,
15:19:09.210,-0.53325,48,,,
15:19:09.444,,,,-3.125,
15:19:09.693,,,-2.34375,,
15:19:09.929,-0.52325,49,,,
15:19:10.144,,,,-3.90625,
15:19:10.379,,,-2.34375,,
15:19:10.622,-0.55325,46,,,
15:19:10.845,,,,-3.125,
15:19:11.067,,,0,,
15:19:11.308,-0.53325,48,,,
15:19:11.567,,,,-2.34375,
15:19:11.801,,,-2.34375,,
15:19:12.025,-0.52325,49,,,
15:19:12.257,,,,-3.90625,
15:19:12.506,,,-2.34375,,
15:19:12.753,-0.54325,47,,,
15:19:12.980,,,,-2.34375,
15:19:13.227,,,-2.34375,,
15:19:13.451,-0.53325,48,,,
15:19:13.679,,,,0,
15:19:13.904,,,-2.34375,,
15:19:14.125,-0.49325,52,,,
15:19:14.368,,,,0,
15:19:14.607,,,-3.125,,
15:19:14.844,-0.49325,52,,,
15:19:15.083,,,,0,
15:19:15.336,,,-2.34375,,
15:19:15.575,-0.50325,51,,,
15:19:15.801,,,,0.78125,
15:19:16.024,,,-2.34375,,
15:19:16.250,-0.52325,49,,,
15:19:16.464,,,,1.5625,
15:19:16.682,,,-2.34375,,
15:19:16.921,-0.52325,49,,,
15:19:17.147,,,,0.78125,
15:19:17.366,,,-2.34375,,
15:19:17.591,-0.52325,49,,,
15:19:17.821,,,,0,
15:19:18.059,,,-2.34375,,
15:19:18.294,-0.42325,59,,,
15:19:18.518,,,,-3.90625,
15:19:18.737,,,-2.34375,,
15:19:18.997,-0.42325,59,,,
15:19:19.218,,,,0.78125,
15:19:19.471,,,-2.34375,,
15:19:19.715,-0.41325,60,,,
15:19:19.950,,,,6.25,
15:19:20.171,,,-2.34375,,
15:19:20.396,-0.56325,45,,,
15:19:20.622,,,,2.34375,
15:19:20.847,,,0,,
15:19:21.092,-0.57325,44,,,
15:19:21.324,,,,0,
15:19:21.561,,,0,,
15:19:21.781,-0.54325,47,,,
15:19:22.016,,,,-3.90625,
15:19:22.241,,,-2.34375,,
15:19:22.454,-0.39325,62,,,
15:19:22.718,,,,-7.8125,
15:19:22.951,,,-2.34375,,
15:19:23.193,-0.40325,61,,,
15:19:23.432,,,,-13.28125,
15:19:23.655,,,-2.34375,,
15:19:23.890,-0.53325,48,,,
15:19:24.151,,,,-17.1875,
15:19:24.369,,,-2.34375,,
15:19:24.594,-0.59325,42,,,
15:19:24.821,,,,-18.75,
15:19:25.055,,,0,,
15:19:25.272,-0.58325,43,,,
15:19:25.495,,,,-21.875,
15:19:25.781,,,-3.125,,
15:19:26.014,-0.23325,78,,,
15:19:26.241,,,,-24.21875,
15:19:26.472,,,-2.34375,,
15:19:26.763,-0.41325,60,,,
15:19:26.998,,,,-20.3125,
15:19:27.258,,,-2.34375,,
15:19:27.503,-0.63325,38,,,
15:19:27.742,,,,-17.1875,
15:19:27.977,,,0,,
15:19:28.214,-0.59325,42,,,
15:19:28.454,,,,-17.1875,
15:19:28.666,,,0,,
15:19:28.902,-0.57325,44,,,
15:19:29.132,,,,-17.96875,
15:19:29.354,,,0,,
15:19:29.591,-0.56325,45,,,
15:19:29.817,,,,-18.75,
15:19:30.062,,,0,,
15:19:30.285,-0.55325,46,,,
15:19:30.512,,,,-20.3125,
15:19:30.730,,,-3.125,,
15:19:30.966,-0.34325,67,,,
15:19:31.202,,,,-22.65625,
15:19:31.426,,,-2.34375,,
15:19:31.657,-0.44325,57,,,
15:19:31.888,,,,-24.21875,
15:19:32.112,,,-2.34375,,
15:19:32.380,-0.44325,57,,,
15:19:32.612,,,,-18.75,
15:19:32.850,,,-2.34375,,
15:19:33.081,-0.44325,57,,,
15:19:33.334,,,,-14.84375,
15:19:33.554,,,0,,
15:19:33.778,-0.59325,42,,,
15:19:34.003,,,,-14.0625,
15:19:34.250,,,0,,
15:19:34.489,-0.54325,47,,,
15:19:34.707,,,,-17.1875,
15:19:34.927,,,-2.34375,,
15:19:35.154,-0.51325,50,,,
15:19:35.378,,,,-20.3125,
15:19:35.591,,,-2.34375,,
15:19:35.819,-0.55325,46,,,
15:19:36.050,,,,-21.875,
15:19:36.265,,,-2.34375,,
15:19:36.489,-0.53325,48,,,
15:19:36.792,,,,-17.96875,
15:19:37.017,,,-2.34375,,
15:19:37.242,-0.50325,51,,,
15:19:37.470,,,,-21.875,
15:19:37.685,,,-2.34375,,
15:19:37.901,-0.50325,51,,,
15:19:38.124,,,,-21.09375,
15:19:38.344,,,-2.34375,,
15:19:38.582,-0.55325,46,,,
15:19:38.822,,,,-21.09375,
15:19:39.058,,,-2.34375,,
15:19:39.272,-0.41325,60,,,
15:19:39.501,,,,-17.1875,
15:19:39.730,,,-2.34375,,
15:19:39.969,-0.44325,57,,,
15:19:40.194,,,,-21.09375,
15:19:40.423,,,-2.34375,,
15:19:40.657,-0.51325,50,,,
15:19:40.875,,,,-21.875,
15:19:41.112,,,-3.90625,,
15:19:41.327,-0.33325,68,,,
15:19:41.547,,,,-21.875,
15:19:41.781,,,-3.125,,
15:19:42.005,-0.48325,53,,,
15:19:42.232,,,,-22.65625,
15:19:42.451,,,-2.34375,,
15:19:42.673,-0.46325,55,,,
15:19:42.901,,,,-21.875,
15:19:43.139,,,-2.34375,,
15:19:43.401,-0.50325,51,,,
15:19:43.620,,,,-22.65625,
15:19:43.853,,,0,,
15:19:44.091,-0.53325,48,,,
15:19:44.341,,,,-21.09375,
15:19:44.589,,,-2.34375,,
15:19:44.844,-0.49325,52,,,
15:19:45.082,,,,-20.3125,
15:19:45.335,,,-2.34375,,
15:19:45.560,-0.46325,55,,,
15:19:45.794,,,,-21.875,
15:19:46.044,,,-3.125,,
15:19:46.265,-0.46325,55,,,
15:19:46.486,,,,-24.21875,
15:19:46.703,,,-2.34375,,
15:19:46.931,-0.48325,53,,,
15:19:47.189,,,,-21.875,
15:19:47.425,,,-2.34375,,
15:19:47.657,-0.51325,50,,,
15:19:47.890,,,,-21.875,
15:19:48.119,,,-2.34375,,
15:19:48.345,-0.52325,49,,,
15:19:48.575,,,,-21.09375,
15:19:48.816,,,-2.34375,,
15:19:49.084,-0.52325,49,,,
15:19:49.301,,,,-20.3125,
15:19:49.528,,,-2.34375,,
15:19:49.761,-0.49325,52,,,
15:19:49.981,,,,-20.3125,
15:19:50.195,,,-2.34375,,
15:19:50.427,-0.49325,52,,,
15:19:50.690,,,,-18.75,
15:19:50.907,,,-2.34375,,
15:19:51.139,-0.44325,57,,,
15:19:51.373,,,,-21.875,
15:19:51.583,,,-2.34375,,
15:19:51.820,-0.57325,44,,,
15:19:52.081,,,,-21.875,
15:19:52.335,,,0,,
15:19:52.558,-0.56325,45,,,
15:19:52.817,,,,-21.09375,
15:19:53.045,,,-2.34375,,
15:19:53.262,-0.50325,51,,,
15:19:53.508,,,,-18.75,
15:19:53.776,,,0,,
15:19:53.995,-0.60325,41,,,
15:19:54.234,,,,-21.09375,
15:19:54.466,,,0,,
15:19:54.689,-0.47325,54,,,
15:19:54.931,,,,-18.75,
15:19:55.159,,,-2.34375,,
15:19:55.382,-0.55325,46,,,
15:19:55.615,,,,-21.875,
15:19:55.862,,,-3.125,,
15:19:56.102,-0.47325,54,,,
15:19:56.334,,,,-22.65625,
15:19:56.595,,,-2.34375,,
15:19:56.827,-0.51325,50,,,
15:19:57.060,,,,-21.875,
15:19:57.303,,,-2.34375,,
15:19:57.515,-0.50325,51,,,
15:19:57.765,,,,-21.09375,
15:19:58.030,,,-2.34375,,
15:19:58.247,-0.51325,50,,,
15:19:58.472,,,,-17.96875,
15:19:58.696,,,-2.34375,,
15:19:58.931,-0.53325,48,,,
15:19:59.162,,,,-16.40625,
15:19:59.389,,,0,,
15:19:59.614,-0.57325,44,,,
15:19:59.838,,,,-13.28125,
15:20:00.057,,,-2.34375,,
15:20:00.305,-0.45325,56,,,
15:20:00.522,,,,-14.84375,
15:20:00.755,,,-2.34375,,
15:20:00.982,-0.53325,48,,,
15:20:01.197,,,,-17.1875,
15:20:01.409,,,-3.125,,
15:20:01.646,-0.13325,88,,,
15:20:01.867,,,,-14.84375,
15:20:02.090,,,0,,
15:20:02.367,-0.52325,49,,,
15:20:02.619,,,,-13.28125,
15:20:02.842,,,-2.34375,,
15:20:03.059,-0.49325,52,,,
15:20:03.282,,,,-14.0625,
15:20:03.512,,,0,,
15:20:03.742,-0.60325,41,,,
15:20:03.986,,,,-13.28125,
15:20:04.211,,,0,,
15:20:04.433,-0.59325,42,,,
15:20:04.670,,,,-10.15625,
15:20:04.918,,,0,,
15:20:05.154,-0.55325,46,,,
15:20:05.407,,,,-10.9375,
15:20:05.644,,,-2.34375,,
15:20:05.894,-0.49325,52,,,
15:20:06.140,,,,-14.0625,
15:20:06.381,,,-2.34375,,
15:20:06.601,-0.55325,46,,,
15:20:06.831,,,,-17.1875,
15:20:07.091,,,0,,
15:20:07.385,-0.54325,47,,,
15:20:07.607,,,,-14.84375,
15:20:07.829,,,0,,
15:20:08.057,-0.52325,49,,,
15:20:08.291,,,,-14.0625,
15:20:08.516,,,0,,
15:20:08.750,-0.51325,50,,,
15:20:08.976,,,,-14.84375,
15:20:09.201,,,-2.34375,,
15:20:09.468,-0.46325,55,,,
15:20:09.733,,,,-16.40625,
15:20:10.013,,,-2.34375,,
15:20:10.409,-0.47325,54,,,
15:20:10.683,,,,-17.1875,
15:20:10.930,,,-3.90625,,
15:20:11.151,-0.32325,69,,,
15:20:11.369,,,,-18.75,
15:20:11.611,,,0,,
15:20:11.860,-0.52325,49,,,
15:20:12.107,,,,-20.3125,
15:20:12.357,,,-2.34375,,
15:20:12.585,-0.36325,65,,,
15:20:12.829,,,,-17.96875,
15:20:13.183,,,0,,
15:20:13.415,-0.62325,39,,,
15:20:13.650,,,,-17.1875,
15:20:13.879,,,0,,
15:20:14.116,-0.56325,45,,,
15:20:14.346,,,,-17.1875,
15:20:14.586,,,0,,
15:20:14.814,-0.53325,48,,,
15:20:15.030,,,,-16.40625,
15:20:15.279,,,0,,
15:20:15.504,-0.52325,49,,,
15:20:15.736,,,,-16.40625,
15:20:15.993,,,0,,
15:20:16.289,-0.51325,50,,,
15:20:16.531,,,,-14.84375,
15:20:16.767,,,-3.90625,,
15:20:17.003,-0.10325,91,,,
15:20:17.243,,,,-16.40625,
15:20:17.491,,,-3.90625,,
15:20:17.759,-0.49325,52,,,
15:20:17.979,,,,-10.15625,
15:20:18.227,,,-3.125,,
15:20:18.454,-0.40325,61,,,
15:20:18.674,,,,-3.90625,
15:20:18.949,,,-2.34375,,
15:20:19.232,-0.37325,64,,,
15:20:19.463,,,,-3.90625,
15:20:19.705,,,-2.34375,,
15:20:19.953,-0.41325,60,,,
15:20:20.184,,,,-6.25,
15:20:20.477,,,-2.34375,,
15:20:20.763,-0.55325,46,,,
15:20:21.005,,,,-2.34375,
15:20:21.226,,,-2.34375,,
15:20:21.481,-0.62325,39,,,
15:20:21.725,,,,-9.375,
15:20:21.995,,,-2.34375,,
15:20:22.230,-0.62325,39,,,
15:20:22.490,,,,-7.03125,
15:20:22.743,,,0,,
15:20:22.983,-0.69325,32,,,
15:20:23.194,,,,-13.28125,
15:20:23.414,,,99.21875,,
15:20:23.686,-0.76325,25,,,
15:20:24.044,,,,-6.25,
15:20:24.267,,,0,,
15:20:24.492,-0.76325,25,,,
15:20:24.754,,,,0,
15:20:25.090,,,0,,
15:20:25.337,-0.61325,40,,,
15:20:25.620,,,,0,
15:20:25.857,,,0,,
15:20:26.071,-0.73325,28,,,
15:20:26.326,,,,-3.125,
15:20:26.596,,,0,,
15:20:26.811,-0.72325,29,,,
15:20:27.094,,,,-6.25,
15:20:27.323,,,0,,
15:20:27.566,-0.67325,34,,,
15:20:27.818,,,,-9.375,
15:20:28.107,,,0,,
15:20:28.378,-0.59325,42,,,
15:20:28.621,,,,-9.375,
15:20:28.856,,,-2.34375,,
15:20:29.097,-0.41325,60,,,
15:20:29.350,,,,-10.15625,
15:20:29.645,,,-3.125,,
15:20:30.026,-0.33325,68,,,
15:20:30.312,,,,-14.0625,
15:20:30.561,,,-3.125,,
15:20:30.802,-0.44325,57,,,
15:20:31.068,,,,-17.96875,
15:20:31.316,,,-2.34375,,
15:20:31.639,-0.47325,54,,,
15:20:31.863,,,,-17.1875,
15:20:32.105,,,-3.125,,
15:20:32.342,-0.44325,57,,,
15:20:32.587,,,,-16.40625,
15:20:32.835,,,-3.125,,
15:20:33.141,-0.42325,59,,,
15:20:33.425,,,,-17.96875,
15:20:33.752,,,-3.125,,
15:20:34.043,-0.42325,59,,,
15:20:34.287,,,,-17.96875,
15:20:34.577,,,-2.34375,,
15:20:34.812,-0.57325,44,,,
15:20:35.082,,,,-17.1875,
15:20:35.364,,,-2.34375,,
15:20:35.609,-0.49325,52,,,
15:20:35.899,,,,-14.84375,
15:20:36.146,,,-2.34375,,
15:20:36.374,-0.35325,66,,,
15:20:36.782,,,,-17.96875,
15:20:37.007,,,-2.34375,,
15:20:37.272,-0.27325,74,,,
15:20:37.563,,,,-17.1875,
15:20:37.859,,,-2.34375,,
15:20:38.103,-0.49325,52,,,
15:20:38.440,,,,-18.75,
15:20:38.679,,,-2.34375,,
15:20:38.918,-0.55325,46,,,
15:20:39.167,,,,-14.84375,
15:20:39.506,,,-2.34375,,
15:20:39.841,-0.66325,35,,,
15:20:40.138,,,,-10.15625,
15:20:40.378,,,0,,
15:20:40.613,-0.72325,29,,,
15:20:40.955,,,,-9.375,
15:20:41.212,,,2.34375,,
15:20:41.462,-0.68325,33,,,
15:20:41.686,,,,-10.15625,
15:20:41.946,,,0.78125,,
15:20:42.174,-0.63325,38,,,
15:20:42.446,,,,-10.15625,
15:20:42.709,,,0,,
15:20:42.948,-0.60325,41,,,
15:20:43.257,,,,-7.03125,
15:20:43.575,,,0,,
15:20:43.870,-0.57325,44,,,
15:20:44.112,,,,-11.71875,
15:20:44.358,,,0,,
15:20:44.594,-0.55325,46,,,
15:20:44.835,,,,-11.71875,
15:20:45.059,,,0,,
15:20:45.335,-0.56325,45,,,
15:20:45.594,,,,-10.9375,
15:20:45.823,,,0,,
15:20:46.044,-0.52325,49,,,
15:20:46.277,,,,-10.15625,
15:20:46.505,,,0,,
15:20:46.746,-0.49325,52,,,
15:20:46.987,,,,-14.0625,
15:20:47.225,,,-2.34375,,
15:20:47.462,-0.54325,47,,,
15:20:47.693,,,,-13.28125,
15:20:47.914,,,-3.125,,
15:20:48.146,-0.35325,66,,,
15:20:48.373,,,,-10.15625,
15:20:48.601,,,-2.34375,,
15:20:48.840,-0.36325,65,,,
15:20:49.068,,,,-5.46875,
15:20:49.290,,,-2.34375,,
15:20:49.517,-0.25325,76,,,
15:20:49.747,,,,-3.90625,
15:20:49.963,,,-2.34375,,
15:20:50.180,-0.30325,71,,,
15:20:50.394,,,,0,
15:20:50.615,,,-5.46875,,
15:20:50.836,-0.16325,85,,,
15:20:51.082,,,,3.90625,
15:20:51.315,,,-5.46875,,
15:20:51.561,-0.29325,72,,,
15:20:51.790,,,,1.5625,
15:20:52.014,,,-6.25,,
15:20:52.233,-0.57325,44,,,
15:20:52.474,,,,0,
15:20:52.690,,,0,,
15:20:52.913,-0.53325,48,,,
15:20:53.136,,,,1.5625,
15:20:53.378,,,-5.46875,,
15:20:53.624,-0.32325,69,,,
15:20:53.845,,,,0,
15:20:54.068,,,-5.46875,,
15:20:54.293,-0.39325,62,,,
15:20:54.507,,,,0,
15:20:54.744,,,-3.90625,,
15:20:54.976,-0.49325,52,,,
15:20:55.191,,,,2.34375,
15:20:55.438,,,-3.90625,,
15:20:55.676,-0.53325,48,,,
15:20:55.912,,,,1.5625,
15:20:56.138,,,-3.90625,,
15:20:56.367,-0.53325,48,,,
15:20:56.597,,,,2.34375,
15:20:56.812,,,-5.46875,,
15:20:57.041,-0.37325,64,,,
15:20:57.302,,,,-2.34375,
15:20:57.510,,,-5.46875,,
15:20:57.764,-0.35325,66,,,
15:20:57.978,,,,-6.25,
15:20:58.194,,,-5.46875,,
15:20:58.427,-0.48325,53,,,
15:20:58.651,,,,0,
15:20:58.872,,,0.78125,,
15:20:59.098,-0.54325,47,,,
15:20:59.324,,,,1.5625,
15:20:59.559,,,-5.46875,,
15:20:59.779,-0.36325,65,,,
15:21:00.015,,,,0,
15:21:00.254,,,-5.46875,,
15:21:00.493,-0.38325,63,,,
15:21:00.744,,,,2.34375,
15:21:00.983,,,-3.90625,,
15:21:01.226,-0.43325,58,,,
15:21:01.464,,,,5.46875,
15:21:01.681,,,-3.90625,,
15:21:01.916,-0.45325,56,,,
15:21:02.153,,,,3.90625,
15:21:02.446,,,-3.90625,,
15:21:02.673,-0.46325,55,,,
15:21:02.910,,,,-3.125,
15:21:03.141,,,-3.90625,,
15:21:03.381,-0.47325,54,,,
15:21:03.607,,,,0,
15:21:03.844,,,-3.90625,,
15:21:04.063,-0.50325,51,,,
15:21:04.291,,,,2.34375,
15:21:04.538,,,-3.90625,,
15:21:04.756,-0.52325,49,,,
15:21:04.984,,,,1.5625,
15:21:05.207,,,-3.125,,
15:21:05.439,-0.55325,46,,,
15:21:05.661,,,,0.78125,
15:21:05.888,,,-3.125,,
15:21:06.105,-0.60325,41,,,
15:21:06.323,,,,0,
15:21:06.553,,,-2.34375,,
15:21:06.771,-0.62325,39,,,
15:21:07.017,,,,-7.03125,
15:21:07.246,,,-2.34375,,
15:21:07.468,-0.61325,40,,,
15:21:07.698,,,,-6.25,
15:21:07.925,,,99.21875,,
15:21:08.147,-0.75325,26,,,
15:21:08.355,,,,0.78125,
15:21:08.608,,,-3.90625,,
15:21:08.847,-0.46325,55,,,
15:21:09.064,,,,0,
15:21:09.299,,,-3.90625,,
15:21:09.535,-0.55325,46,,,
15:21:09.748,,,,0,
15:21:09.976,,,-2.34375,,
15:21:10.207,-0.62325,39,,,
15:21:10.442,,,,0,
15:21:10.669,,,0,,
15:21:10.899,-0.64325,37,,,
15:21:11.141,,,,-7.8125,
15:21:11.383,,,0,,
15:21:11.609,-0.65325,36,,,
15:21:11.855,,,,-10.15625,
15:21:12.071,,,0,,
15:21:12.298,-0.66325,35,,,
15:21:12.527,,,,-7.8125,
15:21:12.757,,,0,,
15:21:12.970,-0.67325,34,,,
15:21:13.192,,,,-9.375,
15:21:13.430,,,0,,
15:21:13.670,-0.68325,33,,,
15:21:13.891,,,,-10.15625,
15:21:14.106,,,0,,
15:21:14.338,-0.69325,32,,,
15:21:14.564,,,,-7.8125,
15:21:14.819,,,0,,
15:21:15.037,-0.68325,33,,,
15:21:15.286,,,,-11.71875,
15:21:15.521,,,0,,
15:21:15.759,-0.72325,29,,,
