Time,STFT,LTFT,Pressure
55568.308103,0.0,99.21875,20.0
55568.994103,0.0,99.21875,21.0
55569.702103,0.0,0.0,23.0
55570.393103,0.0,0.0,27.0
55571.144103,0.0,0.0,29.0
55571.829103,0.0,1.5625,32.0
55572.506103,1.5625,2.34375,37.0
55573.181103,3.90625,2.34375,37.0
55573.931103,1.5625,2.34375,38.0
55574.640103,0.78125,1.5625,37.0
55575.349103,0.0,1.5625,39.0
55576.049103,0.0,1.5625,39.0
55576.793103,-2.34375,0.78125,40.0
55577.513103,-3.125,0.78125,41.0
55578.181103,-3.90625,0.78125,41.0
55578.866103,-5.46875,0.78125,41.0
55579.560103,-5.46875,0.78125,42.0
55580.233103,-6.25,0.78125,43.0
55580.932103,-7.03125,0.78125,43.0
55581.625103,-6.25,0.78125,43.0
55582.325103,-5.46875,0.78125,43.0
55582.990103,-7.03125,0.78125,43.0
55583.706103,-7.8125,0.78125,43.0
55584.412103,-6.25,0.78125,43.0
55585.129103,-2.34375,-3.125,43.0
55585.831103,-3.125,-3.125,43.0
55586.558103,0.0,-3.125,43.0
55587.248103,0.0,-3.125,43.0
55587.935103,-3.125,-3.125,43.0
55588.607103,-2.34375,-3.125,44.0
55589.304103,0.0,-3.125,43.0
55589.989103,-3.125,-3.125,44.0
55590.714103,-3.90625,-3.125,44.0
55591.407103,-2.34375,-3.125,44.0
55592.115103,0.0,-3.125,44.0
55592.822103,-3.90625,-3.125,44.0
55593.498103,-2.34375,-3.125,44.0
55594.188103,-3.125,-3.125,44.0
55594.930103,-3.90625,-3.125,44.0
55595.626103,-2.34375,-3.125,45.0
55596.304103,0.0,-3.125,44.0
55596.968103,-3.125,-3.125,44.0
55597.685103,-3.90625,-3.125,45.0
55598.361103,-3.125,-3.125,44.0
55599.068103,-2.34375,-3.125,44.0
55599.786103,0.0,-3.125,45.0
55600.490103,-3.90625,-3.125,46.0
55601.173103,-5.46875,-3.125,46.0
55601.877103,-3.90625,-3.125,46.0
55602.582103,-3.125,-3.125,46.0
55603.298103,-5.46875,-3.125,46.0
55603.999103,-3.90625,-3.125,46.0
55604.708103,-3.125,-3.125,45.0
55605.406103,-3.125,-3.125,45.0
55606.119103,-2.34375,-3.125,47.0
55606.801103,-3.90625,-3.125,46.0
55607.469103,-5.46875,-3.125,46.0
55608.150103,-5.46875,-3.125,45.0
55608.825103,-3.90625,-3.125,44.0
55609.523103,-3.125,-2.34375,42.0
55610.236103,0.0,-2.34375,40.0
55610.933103,0.78125,-2.34375,40.0
55611.629103,0.0,-2.34375,39.0
55612.333103,0.0,-2.34375,39.0
55613.018103,0.0,-2.34375,40.0
55613.727103,0.78125,-2.34375,40.0
55614.427103,0.78125,-2.34375,39.0
55615.110103,0.0,0.0,38.0
55615.821103,-3.125,0.0,37.0
55616.531103,-5.46875,0.0,37.0
55617.253103,0.78125,0.0,38.0
55617.980103,0.0,-2.34375,38.0
55618.679103,0.0,-3.125,40.0
55619.404103,0.0,-3.125,44.0
55620.127103,-2.34375,-3.125,45.0
55620.825103,-6.25,-3.90625,92.0
55621.535103,0.0,-3.125,82.0
55622.242103,0.78125,-2.34375,90.0
55622.950103,5.46875,-6.25,91.0
55623.634103,5.46875,-7.03125,93.0
55624.330103,18.75,-6.25,89.0
55625.023103,7.8125,-3.125,23.0
55625.701103,0.0,-5.46875,59.0
55626.439103,0.0,3.90625,70.0
55627.140103,0.0,5.46875,20.0
55627.860103,-5.46875,-3.125,28.0
55628.573103,-3.125,-7.03125,47.0
55629.236103,6.25,-3.125,83.0
55629.925103,0.0,99.21875,21.0
55630.617103,0.0,99.21875,20.0
55631.340103,0.0,99.21875,20.0
55632.033103,0.0,99.21875,20.0
55632.697103,0.0,99.21875,19.0
55633.385103,0.0,99.21875,20.0
55634.104103,0.0,2.34375,19.0
55634.811103,0.0,2.34375,19.0
55635.484103,0.0,2.34375,22.0
55636.183103,0.0,3.90625,22.0
55636.885103,0.0,4.6875,21.0
55637.578103,0.0,3.90625,21.0
55638.279103,-2.34375,1.5625,21.0
55638.963103,-2.34375,0.78125,27.0
55639.647103,5.46875,2.34375,26.0
55640.350103,0.78125,1.5625,24.0
55641.034103,-7.03125,2.34375,24.0
55641.773103,-5.46875,3.90625,21.0
55642.441103,-3.125,99.21875,20.0
55643.140103,0.0,99.21875,19.0
55643.810103,0.0,99.21875,19.0
55644.518103,0.0,99.21875,19.0
55645.177103,0.0,0.0,19.0
55645.880103,0.0,0.78125,26.0
55646.608103,0.0,1.5625,24.0
55647.279103,0.0,2.34375,24.0
55647.936103,0.0,3.90625,22.0
55648.679103,-2.34375,3.90625,22.0
55649.381103,0.0,99.21875,19.0
55650.079103,0.0,99.21875,19.0
55650.782103,0.0,99.21875,19.0
55651.488103,0.0,99.21875,19.0
55652.197103,0.0,99.21875,19.0
55652.939103,0.0,99.21875,19.0
55653.626103,0.0,99.21875,19.0
55654.316103,0.0,99.21875,19.0
55655.049103,0.0,99.21875,19.0
55655.721103,0.0,99.21875,18.0
55656.415103,0.0,99.21875,19.0
55657.100103,0.0,99.21875,18.0
55657.786103,0.0,99.21875,18.0
55658.466103,0.0,99.21875,18.0
55659.136103,0.0,99.21875,19.0
55659.855103,0.0,99.21875,19.0
55660.560103,0.0,99.21875,19.0
55661.234103,0.0,99.21875,18.0
55661.941103,0.0,99.21875,18.0
55662.626103,0.0,99.21875,19.0
55663.326103,0.0,99.21875,19.0
55664.010103,0.0,99.21875,19.0
55664.681103,0.0,99.21875,19.0
55665.333103,0.0,99.21875,20.0
55666.032103,0.0,99.21875,20.0
55666.723103,0.0,99.21875,20.0
55667.426103,0.0,99.21875,21.0
55668.088103,0.0,99.21875,21.0
55668.828103,0.0,0.78125,21.0
55669.514103,0.0,-2.34375,22.0
55670.206103,0.0,1.5625,45.0
55670.919103,0.0,0.78125,21.0
55671.642103,1.5625,-2.34375,30.0
55672.333103,0.0,-2.34375,41.0
55673.028103,0.78125,-2.34375,40.0
55673.722103,0.78125,-2.34375,40.0
55674.409103,0.0,-2.34375,40.0
55675.107103,0.0,0.0,39.0
55675.840103,-5.46875,0.0,37.0
55676.521103,-5.46875,0.0,37.0
55677.220103,-7.8125,1.5625,32.0
55677.925103,-14.84375,2.34375,26.0
55678.629103,-21.09375,2.34375,26.0
55679.316103,-21.09375,2.34375,25.0
55679.994103,-14.84375,1.5625,25.0
55680.698103,-7.8125,2.34375,25.0
55681.391103,-9.375,-6.25,25.0
55682.045103,0.0,-6.25,96.0
55682.726103,0.0,-7.03125,96.0
55683.405103,0.0,-7.03125,96.0
55684.106103,8.59375,-2.34375,69.0
55684.829103,6.25,99.21875,21.0
55685.540103,0.0,0.78125,21.0
55686.256103,0.0,0.0,25.0
55686.963103,0.0,-2.34375,30.0
55687.663103,0.78125,-3.125,39.0
55688.333103,5.46875,-2.34375,43.0
55689.050103,11.71875,-2.34375,39.0
55689.742103,11.71875,0.0,37.0
55690.394103,21.09375,1.5625,30.0
55691.060103,9.375,0.78125,25.0
55691.786103,1.5625,3.90625,26.0
55692.509103,-3.125,0.78125,22.0
55693.219103,0.78125,0.78125,27.0
55693.905103,8.59375,0.0,32.0
55694.617103,6.25,0.0,34.0
55695.351103,6.25,99.21875,22.0
55696.062103,0.0,99.21875,20.0
55696.750103,0.0,2.34375,21.0
55697.440103,0.0,0.0,24.0
55698.125103,0.0,0.0,32.0
55698.826103,0.0,1.5625,32.0
55699.513103,-3.125,1.5625,27.0
55700.222103,-7.8125,1.5625,28.0
55700.937103,-7.8125,6.25,24.0
55701.632103,-3.125,99.21875,20.0
55702.326103,0.0,99.21875,21.0
55703.046103,0.0,99.21875,21.0
55703.721103,0.0,99.21875,20.0
55704.422103,0.0,99.21875,19.0
55705.134103,0.0,0.0,23.0
55705.814103,0.0,-2.34375,32.0
55706.514103,0.0,-2.34375,37.0
55707.201103,1.5625,-3.125,45.0
55707.894103,-2.34375,0.0,52.0
55708.580103,-2.34375,0.0,30.0
55709.266103,0.0,0.0,24.0
55709.960103,0.0,0.0,25.0
55710.652103,-3.125,0.0,26.0
55711.321103,0.0,-2.34375,42.0
55712.054103,0.0,-2.34375,43.0
55712.716103,3.90625,0.0,42.0
55713.391103,-2.34375,-2.34375,41.0
55714.090103,-7.8125,0.0,39.0
55714.817103,-3.125,0.0,33.0
55715.547103,-3.90625,0.0,36.0
55716.238103,0.0,0.0,35.0
55716.939103,0.0,0.0,37.0
55717.635103,7.8125,-5.46875,57.0
55718.329103,7.8125,-6.25,93.0
55719.009103,4.6875,-6.25,93.0
55719.702103,5.46875,-7.03125,93.0
55720.409103,1.5625,99.21875,78.0
55721.113103,0.78125,-3.125,21.0
55721.797103,0.0,-3.125,40.0
55722.512103,0.78125,-3.125,51.0
55723.195103,5.46875,1.5625,42.0
55723.935103,6.25,0.78125,25.0
55724.622103,0.0,0.78125,27.0
55725.311103,9.375,0.0,28.0
55726.018103,7.8125,0.0,30.0
55726.695103,11.71875,0.0,29.0
55727.383103,15.625,0.0,31.0
55728.129103,11.71875,0.0,33.0
55728.811103,8.59375,0.0,33.0
55729.519103,16.40625,2.34375,30.0
55730.191103,0.0,99.21875,20.0
55730.902103,0.0,99.21875,19.0
55731.606103,0.0,99.21875,19.0
55732.287103,0.0,99.21875,20.0
55732.964103,0.0,99.21875,19.0
55733.716103,0.0,99.21875,20.0
55734.409103,0.0,99.21875,20.0
55735.087103,0.0,99.21875,21.0
55735.777103,0.0,99.21875,21.0
55736.510103,0.0,0.0,21.0
55737.197103,0.0,-2.34375,27.0
55737.874103,0.0,-2.34375,35.0
55738.587103,0.0,-2.34375,38.0
55739.286103,0.78125,-2.34375,38.0
55740.038103,3.90625,-3.125,39.0
55740.711103,5.46875,-3.125,41.0
55741.386103,5.46875,-3.125,41.0
55742.067103,3.90625,-3.125,40.0
55742.770103,-3.90625,-3.125,68.0
55743.481103,3.90625,-3.90625,58.0
55744.175103,7.8125,-3.90625,53.0
55744.893103,0.0,-5.46875,61.0
55745.571103,0.0,-6.25,76.0
55746.290103,0.78125,99.21875,70.0
55746.958103,0.0,-5.46875,23.0
55747.643103,0.0,-5.46875,74.0
55748.347103,0.0,-5.46875,68.0
55749.027103,0.0,-3.125,52.0
55749.718103,0.0,-3.125,52.0
55750.413103,0.0,0.0,46.0
55751.166103,2.34375,-3.125,37.0
55751.853103,-3.125,-2.34375,45.0
55752.538103,-5.46875,0.0,38.0
55753.257103,-2.34375,0.0,37.0
55753.942103,0.78125,0.0,38.0
55754.628103,1.5625,0.0,38.0
55755.361103,1.5625,0.0,37.0
55756.028103,4.6875,-6.25,43.0
55756.749103,7.8125,-7.03125,93.0
55757.462103,9.375,-7.03125,95.0
55758.150103,10.15625,2.34375,67.0
55758.818103,0.0,3.90625,20.0
55759.508103,0.0,0.78125,28.0
55760.424103,0.0,0.0,23.0
55761.094103,0.0,-3.125,39.0
55761.786103,0.0,-2.34375,41.0
55762.519103,-5.46875,-2.34375,38.0
55763.201103,-3.125,-2.34375,35.0
55763.917103,0.0,-3.125,47.0
55764.621103,4.6875,-3.125,48.0
55765.367103,0.0,-3.125,47.0
55766.034103,1.5625,-2.34375,46.0
55766.733103,0.0,0.0,38.0
55767.416103,-7.03125,2.34375,26.0
55768.109103,0.0,3.90625,25.0
55768.815103,0.0,99.21875,19.0
55769.531103,0.0,2.34375,19.0
55770.190103,0.0,0.78125,26.0
55770.857103,0.0,0.0,29.0
55771.533103,0.0,-3.125,44.0
55772.247103,0.0,-2.34375,43.0
55772.932103,0.78125,0.0,36.0
55773.655103,0.0,0.0,34.0
55774.325103,0.78125,0.0,34.0
55775.014103,4.6875,0.0,33.0
55775.725103,1.5625,0.0,33.0
55776.457103,0.0,0.0,33.0
55777.191103,-2.34375,3.90625,32.0
55777.860103,0.0,99.21875,18.0
55778.568103,0.0,99.21875,19.0
55779.278103,0.0,99.21875,19.0
55780.015103,0.0,99.21875,19.0
55780.716103,0.0,99.21875,19.0
55781.387103,0.0,99.21875,19.0
55782.107103,0.0,99.21875,19.0
55782.795103,0.0,99.21875,19.0
55783.472103,0.0,99.21875,19.0
55784.184103,0.0,2.34375,20.0
55784.890103,1.5625,-2.34375,29.0
55785.564103,0.0,4.6875,35.0
55786.227103,0.0,2.34375,20.0
55786.914103,0.0,2.34375,20.0
55787.605103,-5.46875,0.0,27.0
55788.262103,0.0,-2.34375,43.0
55788.967103,0.0,-2.34375,44.0
55789.676103,0.0,99.21875,28.0
55790.375103,0.0,99.21875,19.0
55791.092103,0.0,99.21875,20.0
55791.786103,0.0,99.21875,19.0
55792.507103,0.0,99.21875,21.0
55793.198103,0.0,99.21875,21.0
55793.896103,0.0,99.21875,20.0
55794.576103,0.0,99.21875,21.0
55795.269103,0.0,0.0,23.0
55795.965103,0.78125,-2.34375,34.0
55796.647103,0.0,-2.34375,37.0
55797.325103,0.0,-2.34375,37.0
55798.046103,2.34375,-2.34375,37.0
55798.747103,4.6875,-3.125,39.0
55799.429103,3.90625,0.0,54.0
55800.110103,-2.34375,0.0,38.0
55800.812103,2.34375,0.0,36.0
55801.506103,0.0,0.78125,25.0
55802.190103,0.0,0.78125,22.0
55802.848103,0.0,0.0,25.0
55803.564103,0.0,0.0,35.0
55804.266103,0.0,-2.34375,44.0
55805.000103,2.34375,-3.90625,63.0
55805.692103,2.34375,-3.90625,57.0
55806.413103,5.46875,-3.125,50.0
55807.125103,1.5625,-3.125,47.0
55807.781103,0.0,-3.125,27.0
55808.475103,0.0,-5.46875,75.0
55809.151103,0.0,-5.46875,79.0
55809.854103,0.0,-3.90625,74.0
55810.567103,0.0,-3.90625,60.0
55811.271103,2.34375,-3.125,55.0
55811.965103,-3.90625,0.0,39.0
55812.660103,0.0,0.0,31.0
55813.372103,3.90625,0.0,32.0
55814.110103,-3.90625,0.0,34.0
55814.798103,-2.34375,-6.25,35.0
55815.547103,0.0,-6.25,96.0
55816.216103,0.0,-6.25,96.0
55816.942103,0.0,-7.03125,96.0
55817.659103,0.0,3.90625,74.0
55818.326103,0.0,99.21875,20.0
55819.021103,0.0,0.78125,20.0
55819.734103,0.0,2.34375,22.0
55820.457103,0.0,-3.90625,38.0
55821.136103,0.0,-2.34375,59.0
55821.834103,0.0,0.0,37.0
55822.514103,5.46875,0.78125,30.0
55823.277103,-3.125,0.78125,27.0
55823.934103,0.0,3.90625,28.0
55824.651103,0.0,99.21875,20.0
55825.360103,0.0,2.34375,19.0
55826.111103,0.0,0.78125,19.0
55826.781103,0.0,-2.34375,29.0
55827.478103,0.0,-3.125,41.0
55828.182103,0.0,-2.34375,44.0
55828.865103,2.34375,3.90625,34.0
55829.594103,0.0,1.5625,23.0
55830.279103,0.0,99.21875,22.0
55830.965103,0.0,2.34375,19.0
55831.663103,0.0,99.21875,19.0
55832.360103,0.0,99.21875,19.0
55833.051103,0.0,99.21875,19.0
55833.778103,0.0,99.21875,19.0
55834.482103,0.0,99.21875,19.0
55835.159103,0.0,99.21875,19.0
55835.834103,0.0,1.5625,19.0
55836.566103,0.0,0.78125,24.0
55837.252103,0.0,1.5625,26.0
55837.958103,0.0,2.34375,25.0
55838.642103,0.0,2.34375,25.0
55839.323103,0.0,2.34375,25.0
55840.011103,0.0,99.21875,22.0
55840.693103,0.0,99.21875,19.0
55841.400103,0.0,99.21875,20.0
55842.088103,0.0,99.21875,20.0
55842.772103,0.0,99.21875,21.0
55843.495103,0.0,99.21875,20.0
55844.262103,0.0,99.21875,20.0
55844.969103,0.0,99.21875,20.0
55845.647103,0.0,99.21875,19.0
55846.357103,0.0,99.21875,21.0
55847.036103,0.0,99.21875,23.0
55847.727103,0.0,0.0,23.0
55848.464103,0.0,0.0,29.0
55849.155103,0.0,-2.34375,34.0
55849.842103,0.78125,-2.34375,37.0
55850.543103,2.34375,-2.34375,37.0
55851.255103,4.6875,-2.34375,36.0
55851.934103,6.25,-2.34375,37.0
55852.639103,6.25,-2.34375,36.0
55853.315103,4.6875,-3.125,36.0
55854.005103,0.0,-2.34375,48.0
55854.728103,-3.90625,0.0,42.0
55855.428103,0.78125,0.0,39.0
55856.111103,0.0,99.21875,25.0
55856.803103,0.0,0.0,23.0
55857.492103,0.0,-2.34375,29.0
55858.168103,0.0,-2.34375,35.0
55858.861103,0.0,0.0,38.0
55859.561103,2.34375,-2.34375,50.0
55860.259103,0.78125,-2.34375,73.0
55860.988103,0.0,-5.46875,82.0
55861.666103,7.8125,-5.46875,91.0
55862.360103,0.0,-3.125,77.0
55863.057103,0.0,99.21875,46.0
55863.732103,0.0,0.0,22.0
55864.470103,0.0,-2.34375,39.0
55865.132103,0.0,0.0,37.0
55865.814103,0.0,1.5625,28.0
55866.521103,-5.46875,2.34375,25.0
55867.246103,-10.9375,1.5625,25.0
55867.913103,-6.25,0.0,27.0
55868.622103,1.5625,-3.90625,44.0
55869.286103,-2.34375,-3.90625,61.0
55869.970103,0.78125,-3.90625,60.0
55870.674103,0.78125,-3.90625,57.0
55871.348103,0.0,-3.90625,53.0
55872.068103,0.0,-3.90625,53.0
55872.770103,1.5625,-3.125,52.0
55873.472103,0.0,-3.125,50.0
55874.185103,-2.34375,-3.125,48.0
55874.837103,0.0,-3.125,48.0
55875.544103,3.90625,-3.125,48.0
55876.258103,8.59375,-6.25,49.0
55876.949103,9.375,-5.46875,93.0
55877.644103,-3.125,-3.90625,77.0
55878.322103,-3.125,-3.125,53.0
55879.042103,-5.46875,-3.125,48.0
55879.709103,-3.90625,-3.125,48.0
55880.413103,-3.90625,-3.125,49.0
55881.129103,-3.125,-3.125,49.0
55881.812103,0.0,-3.125,53.0
55882.526103,0.0,-3.90625,53.0
55883.222103,-2.34375,-3.90625,58.0
55883.886103,-3.125,-5.46875,60.0
55884.614103,-3.90625,-5.46875,55.0
55885.312103,-5.46875,-3.90625,56.0
55886.027103,0.0,-3.90625,55.0
55886.711103,0.0,-3.90625,56.0
55887.396103,0.78125,-3.125,55.0
55888.134103,2.34375,-3.125,51.0
55888.833103,0.78125,-2.34375,43.0
55889.489103,0.78125,-3.125,44.0
55890.181103,0.78125,-3.90625,48.0
55890.900103,0.78125,-3.90625,55.0
55891.612103,-2.34375,-6.25,77.0
55892.307103,6.25,-6.25,96.0
55893.015103,7.8125,-6.25,96.0
55893.683103,8.59375,-6.25,96.0
55894.407103,8.59375,-6.25,94.0
55895.101103,5.46875,-3.90625,93.0
55895.781103,0.0,99.21875,25.0
55896.509103,0.0,2.34375,19.0
55897.216103,0.0,-3.125,31.0
55897.898103,0.0,-3.90625,47.0
55898.589103,0.78125,-3.90625,55.0
55899.300103,0.78125,-3.125,56.0
55899.959103,-2.34375,3.90625,42.0
55900.638103,0.0,99.21875,19.0
55901.300103,0.0,99.21875,19.0
55902.002103,0.0,99.21875,19.0
55902.717103,0.0,99.21875,20.0
55903.415103,0.0,0.0,21.0
55904.175103,0.0,0.0,25.0
55904.846103,0.0,-2.34375,33.0
55905.523103,0.0,-6.25,88.0
55906.224103,7.8125,2.34375,91.0
55906.929103,0.0,99.21875,20.0
55907.616103,0.0,0.0,22.0
55908.283103,1.5625,-5.46875,56.0
55909.049103,0.78125,-5.46875,64.0
55909.773103,0.0,99.21875,44.0
55910.484103,0.0,0.0,23.0
55911.172103,0.0,-2.34375,27.0
55911.888103,0.0,-3.125,41.0
55912.569103,1.5625,-5.46875,76.0
55913.293103,7.8125,-5.46875,83.0
55914.019103,2.34375,-6.25,75.0
55914.693103,2.34375,-7.03125,96.0
55915.398103,0.0,-3.125,96.0
55916.128103,0.0,1.5625,23.0
55916.806103,1.5625,-3.90625,43.0
55917.495103,0.0,3.90625,39.0
55918.164103,0.0,3.90625,21.0
55918.862103,-3.125,-3.125,26.0
55919.557103,6.25,-3.90625,58.0
55920.280103,1.5625,-5.46875,56.0
55920.984103,7.8125,-5.46875,80.0
55921.674103,10.15625,-5.46875,91.0
55922.345103,6.25,-7.03125,91.0
55923.040103,7.8125,-6.25,89.0
55923.716103,0.0,99.21875,83.0
55924.414103,0.78125,-3.90625,22.0
55925.095103,0.0,-3.90625,50.0
55925.829103,0.0,-5.46875,57.0
55926.531103,-2.34375,-5.46875,74.0
55927.223103,4.6875,-5.46875,86.0
55927.930103,4.6875,-3.90625,84.0
55928.614103,1.5625,2.34375,38.0
55929.303103,0.0,99.21875,19.0
55930.009103,0.0,99.21875,19.0
55930.712103,0.0,0.78125,19.0
55931.377103,0.78125,-3.125,20.0
55932.103103,0.0,-3.125,51.0
55932.784103,0.0,0.0,34.0
55933.487103,2.34375,0.0,31.0
55934.163103,0.0,0.0,31.0
55934.861103,1.5625,-3.90625,35.0
55935.613103,0.78125,-3.90625,54.0
55936.318103,-2.34375,-5.46875,70.0
55937.006103,2.34375,-5.46875,81.0
55937.706103,1.5625,-3.125,76.0
55938.396103,0.0,-3.125,49.0
55939.064103,1.5625,-3.90625,54.0
55939.766103,0.0,-3.125,54.0
55940.468103,-3.125,-2.34375,48.0
55941.133103,0.0,1.5625,33.0
55941.835103,0.0,99.21875,20.0
55942.579103,0.0,99.21875,19.0
55943.255103,0.0,99.21875,19.0
55943.947103,0.0,99.21875,19.0
55944.667103,0.0,99.21875,20.0
55945.413103,0.0,99.21875,19.0
55946.110103,2.34375,-5.46875,24.0
55946.801103,0.0,-3.90625,66.0
55947.558103,0.0,-3.90625,56.0
55948.261103,0.0,-3.125,54.0
55949.005103,-2.34375,-2.34375,44.0
55949.663103,2.34375,-2.34375,42.0
55950.374103,0.78125,1.5625,38.0
55951.068103,-5.46875,1.5625,27.0
55951.747103,-7.03125,-3.125,38.0
55952.488103,0.78125,-3.125,52.0
55953.197103,-5.46875,-2.34375,48.0
55953.876103,-3.125,-3.125,44.0
55954.550103,0.78125,-3.125,46.0
55955.283103,0.0,-3.125,46.0
55955.994103,-3.125,-2.34375,43.0
55956.675103,-3.125,-2.34375,40.0
55957.347103,1.5625,-2.34375,39.0
55958.027103,0.0,3.90625,36.0
55958.685103,0.0,1.5625,19.0
55959.385103,1.5625,-2.34375,33.0
55960.072103,0.0,-2.34375,38.0
55960.770103,0.0,2.34375,32.0
55961.472103,-2.34375,1.5625,24.0
55962.190103,0.0,1.5625,25.0
55962.888103,-7.03125,2.34375,25.0
55963.581103,-13.28125,1.5625,24.0
55964.341103,-3.90625,0.0,24.0
55965.028103,4.6875,-2.34375,32.0
55965.725103,1.5625,-2.34375,42.0
55966.396103,0.0,-2.34375,41.0
55967.097103,0.0,0.0,37.0
55967.807103,2.34375,0.0,36.0
55968.498103,5.46875,0.0,35.0
55969.199103,8.59375,0.0,35.0
55969.939103,10.15625,-2.34375,30.0
55970.625103,0.78125,-2.34375,39.0
55971.277103,6.25,-2.34375,39.0
55971.963103,6.25,-2.34375,39.0
55972.637103,7.8125,-3.125,47.0
55973.354103,0.0,99.21875,28.0
55974.019103,0.0,99.21875,19.0
55974.726103,0.0,99.21875,19.0
55975.426103,0.0,99.21875,19.0
55976.101103,1.5625,-5.46875,19.0
55976.778103,0.0,-5.46875,68.0
55977.478103,0.0,-5.46875,81.0
55978.165103,4.6875,-5.46875,79.0
55978.893103,5.46875,2.34375,38.0
55979.586103,0.78125,0.0,19.0
55980.303103,0.0,-2.34375,37.0
55981.001103,0.0,2.34375,33.0
55981.661103,0.0,99.21875,20.0
55982.347103,0.0,0.0,19.0
55983.057103,0.0,0.0,30.0
55983.735103,0.0,-2.34375,32.0
55984.396103,7.8125,-2.34375,46.0
55985.083103,2.34375,-3.125,38.0
55985.782103,0.0,-3.90625,59.0
55986.501103,4.6875,-2.34375,49.0
55987.184103,6.25,4.6875,32.0
55987.838103,0.0,0.0,20.0
55988.533103,2.34375,-3.125,34.0
55989.197103,2.34375,-2.34375,48.0
55989.905103,0.0,0.0,25.0
55990.644103,0.0,99.21875,30.0
55991.335103,0.0,99.21875,19.0
55992.068103,0.0,1.5625,19.0
55992.757103,0.0,99.21875,21.0
55993.442103,0.0,0.0,26.0
55994.161103,0.0,0.0,22.0
55994.828103,1.5625,0.0,30.0
55995.498103,3.90625,0.0,32.0
55996.501103,0.78125,-2.34375,38.0
55997.169103,0.78125,-2.34375,38.0
55997.842103,5.46875,-2.34375,36.0
55998.529103,5.46875,-3.125,37.0
55999.209103,6.25,-3.125,49.0
55999.871103,-2.34375,0.0,42.0
56000.570103,6.25,3.90625,28.0
56001.273103,0.0,2.34375,22.0
56001.957103,0.0,2.34375,23.0
56002.629103,-2.34375,0.0,27.0
56003.310103,7.8125,-2.34375,36.0
56003.999103,3.90625,-3.90625,37.0
56004.668103,4.6875,-3.90625,54.0
56005.344103,4.6875,-3.90625,55.0
56006.044103,0.78125,-3.90625,57.0
56006.717103,0.0,-3.125,51.0
56007.413103,0.0,-3.125,50.0
56008.110103,-2.34375,-2.34375,45.0
56008.790103,2.34375,-3.90625,43.0
56009.477103,1.5625,-3.125,50.0
56010.169103,2.34375,-2.34375,49.0
56010.878103,-2.34375,0.0,39.0
56011.571103,0.0,0.0,34.0
56012.292103,0.78125,-3.90625,35.0
56013.019103,-2.34375,-3.125,56.0
56013.723103,0.0,2.34375,35.0
56014.424103,-5.46875,1.5625,24.0
56015.114103,-6.25,1.5625,25.0
56015.829103,-6.25,0.0,25.0
56016.510103,0.78125,-2.34375,38.0
56017.174103,0.0,-2.34375,40.0
56017.839103,-3.125,-3.125,39.0
56018.521103,0.78125,-3.125,45.0
56019.235103,0.78125,0.0,41.0
56019.921103,0.78125,3.90625,22.0
56020.642103,0.0,0.0,34.0
56021.296103,0.78125,0.0,35.0
56022.033103,1.5625,0.0,34.0
56022.743103,1.5625,0.0,34.0
56023.431103,6.25,0.0,33.0
56024.107103,3.90625,0.0,31.0
56024.817103,-2.34375,99.21875,22.0
56025.531103,1.5625,0.0,21.0
56026.194103,0.0,0.0,26.0
56026.872103,0.0,0.78125,27.0
56027.575103,6.25,0.78125,27.0
56028.273103,2.34375,0.78125,26.0
56028.962103,0.78125,0.78125,26.0
56029.645103,5.46875,1.5625,26.0
56030.300103,-3.90625,99.21875,23.0
56030.977103,0.0,99.21875,19.0
56031.724103,0.0,99.21875,19.0
56032.416103,0.0,99.21875,19.0
56033.134103,0.0,99.21875,18.0
56033.788103,0.0,1.5625,19.0
56034.499103,1.5625,0.0,24.0
56035.238103,0.0,0.0,28.0
56035.921103,0.0,0.78125,28.0
56036.619103,1.5625,3.90625,26.0
56037.315103,0.0,3.90625,22.0
56038.048103,0.0,0.0,19.0
56038.761103,1.5625,4.6875,39.0
56039.468103,0.0,3.90625,20.0
56040.143103,0.0,-3.125,19.0
56040.807103,0.0,0.0,43.0
56041.508103,0.0,3.90625,23.0
56042.218103,0.0,4.6875,22.0
56042.914103,0.0,99.21875,19.0
56043.629103,0.0,99.21875,19.0
56044.372103,0.0,1.5625,20.0
56045.050103,0.0,99.21875,20.0
56045.746103,0.0,99.21875,21.0
56046.436103,0.0,99.21875,20.0
56047.139103,0.0,99.21875,20.0
56047.867103,0.0,99.21875,21.0
56048.554103,0.78125,0.0,25.0
56049.243103,0.0,-2.34375,38.0
56049.929103,0.0,-2.34375,41.0
56050.630103,0.0,2.34375,40.0
56051.287103,0.0,99.21875,22.0
56051.980103,0.0,99.21875,20.0
56052.658103,0.0,99.21875,21.0
56053.326103,0.0,99.21875,20.0
56054.010103,0.0,99.21875,20.0
56054.750103,0.0,99.21875,20.0
56055.431103,0.0,99.21875,17.0
56056.090103,0.0,99.21875,20.0
56056.779103,0.0,99.21875,21.0
56057.441103,0.0,0.0,23.0
56058.129103,0.0,-2.34375,28.0
56058.813103,0.0,-2.34375,35.0
56059.522103,0.78125,-2.34375,37.0
56060.200103,2.34375,-2.34375,37.0
56060.897103,4.6875,-2.34375,36.0
56061.589103,6.25,-2.34375,37.0
56062.299103,9.375,-2.34375,39.0
56062.989103,7.8125,-3.90625,40.0
